Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue Clare Rd,Griffith Avenue Clare Rd Cyclist In,Griffith Avenue Clare Rd Cyclist Out,Griffith Avenue Lane Side,Griffith Avenue Lane Side Cyclist In,Griffith Avenue Lane Side Cyclist Out,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
22/01/2025 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,9,3,6,0,0,,,,3,0,3
22/01/2025 05:00,0,0,0,4,2,2,7,4,3,0,0,0,0,0,0,4,4,0,2,2,0,39,9,30,0,0,,,,4,0,4
22/01/2025 06:00,0,0,0,18,15,3,32,26,6,0,0,0,0,0,0,10,10,0,11,11,0,119,31,88,0,0,,,,11,0,11
22/01/2025 07:00,0,0,0,60,49,11,85,63,22,0,0,0,0,0,0,14,14,0,18,18,0,326,52,274,0,0,,,,21,0,21
22/01/2025 08:00,0,0,0,92,71,21,163,118,45,0,0,0,0,0,0,48,48,0,98,98,0,650,67,583,0,0,,,,50,2,48
22/01/2025 09:00,0,0,0,57,36,21,78,47,31,0,0,0,0,0,0,20,20,0,10,10,0,254,35,219,0,0,,,,37,0,37
22/01/2025 10:00,0,0,0,45,18,27,62,25,37,0,0,0,0,0,0,9,9,0,9,9,0,108,22,86,0,0,,,,23,0,23
22/01/2025 11:00,0,0,0,53,26,27,75,37,38,0,0,0,0,0,0,5,5,0,8,8,0,69,28,41,0,0,,,,0,0,0
22/01/2025 12:00,0,0,0,51,20,31,71,38,33,0,0,0,0,0,0,11,11,0,11,11,0,102,38,64,0,0,,,,44,0,44
22/01/2025 13:00,0,0,0,64,36,28,60,29,31,0,0,0,0,0,0,20,20,0,8,8,0,116,56,60,0,0,,,,66,0,66
22/01/2025 14:00,0,0,0,41,19,22,55,19,36,0,0,0,0,0,0,16,16,0,15,15,0,129,70,59,0,0,,,,60,0,60
22/01/2025 15:00,0,0,0,36,18,18,53,22,31,0,0,0,0,0,0,44,44,0,14,14,0,148,94,54,0,0,,,,58,1,57
22/01/2025 16:00,0,0,0,41,9,32,67,19,48,0,0,0,0,0,0,28,28,0,11,11,0,254,171,83,0,0,,,,108,0,108
22/01/2025 17:00,0,0,0,85,18,67,122,22,100,0,0,0,0,0,0,36,36,0,22,22,0,443,335,108,0,0,,,,152,2,150
22/01/2025 18:00,0,0,0,73,14,59,116,21,95,0,0,0,0,0,0,25,25,0,4,4,0,345,245,100,0,0,,,,67,1,66
22/01/2025 19:00,0,0,0,38,8,30,62,11,51,0,0,0,0,0,0,13,13,0,9,9,0,177,116,61,0,0,,,,90,0,90
22/01/2025 20:00,0,0,0,15,7,8,23,9,14,0,0,0,0,0,0,7,7,0,5,5,0,101,68,33,0,0,,,,81,0,81
22/01/2025 21:00,0,0,0,14,3,11,21,5,16,0,0,0,0,0,0,4,4,0,4,4,0,82,50,32,0,0,,,,46,0,46
22/01/2025 22:00,0,0,0,4,1,3,15,2,13,0,0,0,0,0,0,10,10,0,4,4,0,68,38,30,0,0,,,,46,1,45
22/01/2025 23:00,0,0,0,1,0,1,5,0,5,0,0,0,0,0,0,5,5,0,2,2,0,24,16,8,0,0,,,,22,1,21
23/01/2025 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,8,3,0,0,,,,18,0,18
23/01/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,,,,3,0,3
23/01/2025 02:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,,,5,0,5
23/01/2025 03:00,0,0,0,2,2,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,,,,4,0,4
23/01/2025 04:00,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,6,2,4,0,0,,,,4,0,4
23/01/2025 05:00,0,0,0,6,3,3,7,4,3,0,0,0,0,0,0,2,2,0,0,0,0,31,8,23,0,0,,,,4,0,4
23/01/2025 06:00,0,0,0,19,15,4,19,16,3,0,0,0,0,0,0,8,8,0,6,6,0,95,18,77,0,0,,,,10,0,10
23/01/2025 07:00,0,0,0,38,34,4,56,47,9,0,0,0,0,0,0,9,9,0,18,18,0,255,63,192,0,0,,,,16,0,16
23/01/2025 08:00,0,0,0,47,34,13,84,68,16,0,0,0,0,0,0,28,28,0,39,39,0,498,67,431,0,0,,,,32,0,32
23/01/2025 09:00,0,0,0,19,15,4,29,24,5,0,0,0,0,0,0,10,10,0,5,5,0,222,33,189,0,0,,,,24,0,24
23/01/2025 10:00,0,0,0,11,4,7,19,9,10,0,0,0,0,0,0,4,4,0,7,7,0,100,21,79,0,0,,,,15,0,15
23/01/2025 11:00,0,0,0,12,6,6,19,8,11,0,0,0,0,0,0,5,5,0,2,2,0,63,28,35,0,0,,,,23,0,23
23/01/2025 12:00,0,0,0,8,4,4,22,13,9,0,0,0,0,0,0,4,4,0,6,6,0,61,28,33,0,0,,,,52,1,51
23/01/2025 13:00,0,0,0,16,7,9,21,9,12,0,0,0,0,0,0,5,5,0,9,9,0,92,44,48,0,0,,,,47,0,47
23/01/2025 14:00,0,0,0,13,3,10,20,8,12,0,0,0,0,0,0,10,10,0,8,8,0,93,49,44,0,0,,,,35,1,34
23/01/2025 15:00,0,0,0,21,9,12,39,9,30,0,0,0,0,0,0,28,28,0,7,7,0,126,63,63,0,0,,,,44,0,44
23/01/2025 16:00,0,0,0,39,11,28,63,20,43,0,0,0,0,0,0,24,24,0,21,21,0,209,155,54,0,0,,,,83,0,83
23/01/2025 17:00,0,0,0,43,9,34,75,15,60,0,0,0,0,0,0,24,24,0,24,24,0,344,246,98,0,0,,,,125,0,125
23/01/2025 18:00,0,0,0,49,7,42,87,14,73,0,0,0,0,0,0,29,29,0,16,16,0,264,188,76,0,0,,,,109,0,109
23/01/2025 19:00,0,0,0,18,2,16,38,8,30,0,0,0,0,0,0,12,12,0,7,7,0,168,95,73,0,0,,,,55,0,55
23/01/2025 20:00,0,0,0,6,2,4,24,8,16,0,0,0,0,0,0,7,7,0,7,7,0,101,63,38,0,0,,,,36,0,36
23/01/2025 21:00,0,0,0,4,2,2,12,6,6,0,0,0,0,0,0,5,5,0,2,2,0,70,46,24,0,0,,,,37,0,37
23/01/2025 22:00,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,5,5,0,4,4,0,50,35,15,0,0,,,,32,0,32
23/01/2025 23:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,1,0,24,17,7,0,0,,,,16,0,16
24/01/2025 00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,2,3,0,0,,,,11,0,11
24/01/2025 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,,,,3,0,3
24/01/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,0,5
24/01/2025 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,1,0,1
24/01/2025 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1
24/01/2025 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0
24/01/2025 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,,,,0,0,0
24/01/2025 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,,,,3,0,3
24/01/2025 08:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,,,,2,0,2
24/01/2025 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,,,,0,0,0
24/01/2025 10:00,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,4,0,4,0,0,,,,0,0,0
24/01/2025 11:00,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,,,,2,0,2
24/01/2025 12:00,0,0,0,3,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,25,7,18,0,0,,,,7,0,7
24/01/2025 13:00,0,0,0,4,2,2,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,37,18,19,0,0,,,,10,0,10
24/01/2025 14:00,0,0,0,12,5,7,6,2,4,0,0,0,0,0,0,0,0,0,2,2,0,32,16,16,0,0,,,,22,0,22
24/01/2025 15:00,0,0,0,2,0,2,8,4,4,0,0,0,0,0,0,1,1,0,2,2,0,40,17,23,0,0,,,,31,1,30
24/01/2025 16:00,0,0,0,8,2,6,11,3,8,0,0,0,0,0,0,0,0,0,5,5,0,35,12,23,0,0,,,,23,1,22
24/01/2025 17:00,0,0,0,9,4,5,28,10,18,0,0,0,0,0,0,3,3,0,3,3,0,50,23,27,0,0,,,,23,0,23
24/01/2025 18:00,0,0,0,5,3,2,23,10,13,0,0,0,0,0,0,0,0,0,4,4,0,71,31,40,0,0,,,,27,0,27
24/01/2025 19:00,0,0,0,2,0,2,17,7,10,0,0,0,0,0,0,3,3,0,4,4,0,62,33,29,0,0,,,,35,0,35
24/01/2025 20:00,0,0,0,7,3,4,14,6,8,0,0,0,0,0,0,1,1,0,5,5,0,43,26,17,0,0,,,,34,0,34
24/01/2025 21:00,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,0,0,0,1,1,0,41,24,17,0,0,,,,21,1,20
24/01/2025 22:00,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,2,2,0,31,15,16,0,0,,,,24,0,24
24/01/2025 23:00,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,23,6,0,0,,,,27,1,26
25/01/2025 00:00,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,9,7,2,0,0,,,,18,0,18
25/01/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,7,4,0,0,,,,4,0,4
25/01/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,,,,7,0,7
25/01/2025 03:00,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,,,,13,0,13
25/01/2025 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,,,,3,1,2
25/01/2025 05:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,12,2,10,0,0,,,,3,0,3
25/01/2025 06:00,0,0,0,8,4,4,11,5,6,0,0,0,0,0,0,2,2,0,1,1,0,19,4,15,0,0,,,,2,0,2
25/01/2025 07:00,0,0,0,18,8,10,25,10,15,0,0,0,0,0,0,5,5,0,6,6,0,39,14,25,0,0,,,,9,0,9
25/01/2025 08:00,0,0,0,34,16,18,40,16,24,0,0,0,0,0,0,1,1,0,7,7,0,40,12,28,0,0,,,,8,1,7
25/01/2025 09:00,0,0,0,73,29,44,103,34,69,0,0,0,0,0,0,9,9,0,8,8,0,77,23,54,0,0,,,,14,0,14
25/01/2025 10:00,0,0,0,120,44,76,148,58,90,0,0,0,0,0,0,12,12,0,13,13,0,71,22,49,0,0,,,,27,0,27
25/01/2025 11:00,0,0,0,140,71,69,152,74,78,0,0,0,0,0,0,17,17,0,9,9,0,97,45,52,0,0,,,,53,1,52
25/01/2025 12:00,0,0,0,137,78,59,197,106,91,0,0,0,0,0,0,15,15,0,13,13,0,77,31,46,0,0,,,,54,0,54
25/01/2025 13:00,0,0,0,118,57,61,191,89,102,0,0,0,0,0,0,11,11,0,26,26,0,110,39,71,0,0,,,,60,0,60
25/01/2025 14:00,0,0,0,77,44,33,130,66,64,0,0,0,0,0,0,10,10,0,11,11,0,90,31,59,0,0,,,,59,0,59
25/01/2025 15:00,0,0,0,52,32,20,85,51,34,0,0,0,0,0,0,12,12,0,11,11,0,84,44,40,0,0,,,,89,0,89
25/01/2025 16:00,0,0,0,43,24,19,52,27,25,0,0,0,0,0,0,4,4,0,12,12,0,86,34,52,0,0,,,,62,0,62
25/01/2025 17:00,0,0,0,20,12,8,36,17,19,0,0,0,0,0,0,7,7,0,8,8,0,90,38,52,0,0,,,,58,1,57
25/01/2025 18:00,0,0,0,8,4,4,15,7,8,0,0,0,0,0,0,11,11,0,5,5,0,102,43,59,0,0,,,,65,0,65
25/01/2025 19:00,0,0,0,6,4,2,22,7,15,0,0,0,0,0,0,8,8,0,9,9,0,114,57,57,0,0,,,,63,0,63
25/01/2025 20:00,0,0,0,6,3,3,16,7,9,0,0,0,0,0,0,3,3,0,4,4,0,61,28,33,0,0,,,,62,0,62
25/01/2025 21:00,0,0,0,7,4,3,5,0,5,0,0,0,0,0,0,3,3,0,2,2,0,53,37,16,0,0,,,,37,0,37
25/01/2025 22:00,0,0,0,1,1,0,6,3,3,0,0,0,0,0,0,4,4,0,2,2,0,39,23,16,0,0,,,,22,0,22
25/01/2025 23:00,0,0,0,3,1,2,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,30,22,8,0,0,,,,34,0,34
26/01/2025 00:00,0,0,0,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,17,10,7,0,0,,,,23,0,23
26/01/2025 01:00,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,16,8,8,0,0,,,,12,0,12
26/01/2025 02:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,10,9,1,0,0,,,,10,0,10
26/01/2025 03:00,0,0,0,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,,,,7,0,7
26/01/2025 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9,2,7,0,0,,,,2,0,2
26/01/2025 05:00,0,0,0,5,3,2,4,2,2,0,0,0,0,0,0,1,1,0,1,1,0,4,2,2,0,0,,,,6,0,6
26/01/2025 06:00,0,0,0,3,2,1,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,19,4,15,0,0,,,,2,0,2
26/01/2025 07:00,0,0,0,14,4,10,12,4,8,0,0,0,0,0,0,1,1,0,4,4,0,19,6,13,0,0,,,,7,0,7
26/01/2025 08:00,0,0,0,14,8,6,12,6,6,0,0,0,0,0,0,4,4,0,3,3,0,28,11,17,0,0,,,,8,0,8
26/01/2025 09:00,0,0,0,13,7,6,17,9,8,0,0,0,0,0,0,4,4,0,1,1,0,32,9,23,0,0,,,,7,0,7
26/01/2025 10:00,0,0,0,3,2,1,7,3,4,0,0,0,0,0,0,2,2,0,0,0,0,24,8,16,0,0,,,,7,1,6
26/01/2025 11:00,0,0,0,5,5,0,3,1,2,0,0,0,0,0,0,8,8,0,6,6,0,20,9,11,0,0,,,,4,0,4
26/01/2025 12:00,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9,0,0,,,,23,0,23
26/01/2025 13:00,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,3,3,0,1,1,0,23,18,5,0,0,,,,17,0,17
26/01/2025 14:00,0,0,0,7,1,6,18,3,15,0,0,0,0,0,0,3,3,0,1,1,0,25,19,6,0,0,,,,23,0,23
26/01/2025 15:00,0,0,0,4,2,2,7,3,4,0,0,0,0,0,0,3,3,0,0,0,0,27,18,9,0,0,,,,19,0,19
26/01/2025 16:00,0,0,0,10,6,4,22,9,13,0,0,0,0,0,0,2,2,0,2,2,0,43,22,21,0,0,,,,38,0,38
26/01/2025 17:00,0,0,0,16,9,7,22,13,9,0,0,0,0,0,0,4,4,0,5,5,0,71,31,40,0,0,,,,44,0,44
26/01/2025 18:00,0,0,0,7,5,2,22,8,14,0,0,0,0,0,0,5,5,0,4,4,0,61,35,26,0,0,,,,28,0,28
26/01/2025 19:00,0,0,0,6,3,3,14,7,7,0,0,0,0,0,0,7,7,0,4,4,0,48,32,16,0,0,,,,35,0,35
26/01/2025 20:00,0,0,0,3,1,2,10,6,4,0,0,0,0,0,0,5,5,0,1,1,0,41,17,24,0,0,,,,41,0,41
26/01/2025 21:00,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,4,4,0,4,4,0,40,21,19,0,0,,,,21,0,21
26/01/2025 22:00,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,20,12,8,0,0,,,,28,0,28
26/01/2025 23:00,0,0,0,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,13,11,2,0,0,,,,12,0,12
27/01/2025 00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,2,0,0,,,,10,0,10
27/01/2025 01:00,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,0,0,,,,2,0,2
27/01/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,,,,3,0,3
27/01/2025 03:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,1,0,1
27/01/2025 04:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,,,,4,0,4
27/01/2025 05:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,25,6,19,0,0,,,,2,0,2
27/01/2025 06:00,0,0,0,6,6,0,12,10,2,0,0,0,0,0,0,8,8,0,6,6,0,74,15,59,0,0,,,,10,0,10
27/01/2025 07:00,0,0,0,19,13,6,36,29,7,0,0,0,0,0,0,14,14,0,14,14,0,222,53,169,0,0,,,,20,1,19
27/01/2025 08:00,0,0,0,52,42,10,79,64,15,0,0,0,0,0,0,32,32,0,63,63,0,456,57,399,0,0,,,,50,0,50
27/01/2025 09:00,0,0,0,19,19,0,36,28,8,0,0,0,0,0,0,14,14,0,11,11,0,174,24,150,0,0,,,,25,1,24
27/01/2025 10:00,0,0,0,13,6,7,16,6,10,0,0,0,0,0,0,10,10,0,7,7,0,81,15,66,0,0,,,,13,0,13
27/01/2025 11:00,0,0,0,16,8,8,24,10,14,0,0,0,0,0,0,3,3,0,4,4,0,48,15,33,0,0,,,,18,0,18
27/01/2025 12:00,0,0,0,18,6,12,25,10,15,0,0,0,0,0,0,14,14,0,7,7,0,77,25,52,0,0,,,,46,0,46
27/01/2025 13:00,0,0,0,26,11,15,36,16,20,0,0,0,0,0,0,10,10,0,8,8,0,112,45,67,0,0,,,,46,0,46
27/01/2025 14:00,0,0,0,16,7,9,33,17,16,0,0,0,0,0,0,16,16,0,11,11,0,95,47,48,0,0,,,,56,0,56
27/01/2025 15:00,0,0,0,22,7,15,28,6,22,0,0,0,0,0,0,38,38,0,17,17,0,110,66,44,0,0,,,,35,0,35
27/01/2025 16:00,0,0,0,32,10,22,37,12,25,0,0,0,0,0,0,33,33,0,27,27,0,213,145,68,0,0,,,,80,0,80
27/01/2025 17:00,0,0,0,46,13,33,78,14,64,0,0,0,0,0,0,40,40,0,26,26,0,331,245,86,0,0,,,,155,0,155
27/01/2025 18:00,0,0,0,59,8,51,84,14,70,0,0,0,0,0,0,14,14,0,11,11,0,255,183,72,0,0,,,,99,0,99
27/01/2025 19:00,0,0,0,26,12,14,32,13,19,0,0,0,0,0,0,18,18,0,14,14,0,123,81,42,0,0,,,,65,0,65
27/01/2025 20:00,0,0,0,20,8,12,25,5,20,0,0,0,0,0,0,10,10,0,7,7,0,95,63,32,0,0,,,,39,0,39
27/01/2025 21:00,0,0,0,6,1,5,17,5,12,0,0,0,0,0,0,2,2,0,5,5,0,53,35,18,0,0,,,,27,1,26
27/01/2025 22:00,0,0,0,2,1,1,6,0,6,0,0,0,0,0,0,4,4,0,2,2,0,48,33,15,0,0,,,,16,1,15
27/01/2025 23:00,0,0,0,1,1,0,8,4,4,0,0,0,0,0,0,1,1,0,1,1,0,15,12,3,0,0,,,,20,0,20
28/01/2025 00:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,13,7,6,0,0,,,,6,1,5
28/01/2025 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,6,1,0,0,,,,3,0,3
28/01/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,2
28/01/2025 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,4,2,2,0,0,,,,1,0,1
28/01/2025 04:00,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,,,,3,0,3
28/01/2025 05:00,0,0,0,5,3,2,6,3,3,0,0,0,0,0,0,4,4,0,2,2,0,28,4,24,0,0,,,,2,0,2
28/01/2025 06:00,0,0,0,20,17,3,26,23,3,0,0,0,0,0,0,5,5,0,6,6,0,100,23,77,0,0,,,,9,0,9
28/01/2025 07:00,0,0,0,45,39,6,62,53,9,0,0,0,0,0,0,18,18,0,9,9,0,248,54,194,0,0,,,,20,1,19
28/01/2025 08:00,0,0,0,47,36,11,78,68,10,0,0,0,0,0,0,32,32,0,33,33,0,561,73,488,0,0,,,,41,0,41
28/01/2025 09:00,0,0,0,13,10,3,25,22,3,0,0,0,0,0,0,11,11,0,2,2,0,210,38,172,0,0,,,,15,1,14
28/01/2025 10:00,0,0,0,4,4,0,9,5,4,0,0,0,0,0,0,5,5,0,2,2,0,77,22,55,0,0,,,,13,0,13
28/01/2025 11:00,0,0,0,8,2,6,11,5,6,0,0,0,0,0,0,5,5,0,2,2,0,68,20,48,0,0,,,,18,1,17
28/01/2025 12:00,0,0,0,20,12,8,28,13,15,0,0,0,0,0,0,8,8,0,8,8,0,73,29,44,0,0,,,,49,0,49
28/01/2025 13:00,0,0,0,20,11,9,35,15,20,0,0,0,0,0,0,15,15,0,7,7,0,78,32,46,0,0,,,,50,0,50
28/01/2025 14:00,0,0,0,20,8,12,25,13,12,0,0,0,0,0,0,8,8,0,12,12,0,80,42,38,0,0,,,,42,0,42
28/01/2025 15:00,0,0,0,31,10,21,48,13,35,0,0,0,0,0,0,39,39,0,16,16,0,107,62,45,0,0,,,,63,0,63
28/01/2025 16:00,0,0,0,37,14,23,59,18,41,0,0,0,0,0,0,28,28,0,21,21,0,201,136,65,0,0,,,,86,0,86
28/01/2025 17:00,0,0,0,72,15,57,127,29,98,0,0,0,0,0,0,35,35,0,18,18,0,359,284,75,0,0,,,,177,0,177
28/01/2025 18:00,0,0,0,49,10,39,91,17,74,0,0,0,0,0,0,20,20,0,12,12,0,316,237,79,0,0,,,,124,0,124
28/01/2025 19:00,0,0,0,25,7,18,55,16,39,0,0,0,0,0,0,20,20,0,7,7,0,154,99,55,0,0,,,,81,0,81
28/01/2025 20:00,0,0,0,16,4,12,34,9,25,0,0,0,0,0,0,10,10,0,7,7,0,104,65,39,0,0,,,,64,0,64
28/01/2025 21:00,0,0,0,8,6,2,23,8,15,0,0,0,0,0,0,9,9,0,3,3,0,66,42,24,0,0,,,,44,0,44
28/01/2025 22:00,0,0,0,2,0,2,6,3,3,0,0,0,0,0,0,4,4,0,3,3,0,55,37,18,0,0,,,,40,0,40
28/01/2025 23:00,0,0,0,4,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,20,14,6,0,0,,,,25,0,25
29/01/2025 00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,11,6,5,0,0,,,,15,0,15
29/01/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,,,,1,0,1
29/01/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,,,,7,0,7
29/01/2025 03:00,0,0,0,1,1,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,4,0,4
29/01/2025 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,,,,4,0,4
29/01/2025 05:00,0,0,0,2,1,1,5,2,3,0,0,0,0,0,0,6,6,0,2,2,0,31,7,24,0,0,,,,2,0,2
29/01/2025 06:00,0,0,0,16,14,2,27,23,4,0,0,0,0,0,0,10,10,0,9,9,0,104,22,82,0,0,,,,10,0,10
29/01/2025 07:00,0,0,0,64,49,15,82,70,12,0,0,0,0,0,0,18,18,0,17,17,0,308,56,252,0,0,,,,16,1,15
29/01/2025 08:00,0,0,0,86,71,15,136,113,23,0,0,0,0,0,0,48,48,0,92,92,0,687,84,603,0,0,,,,47,0,47
29/01/2025 09:00,0,0,0,53,29,24,68,44,24,0,0,0,0,0,0,14,14,0,13,13,0,250,37,213,0,0,,,,32,1,31
29/01/2025 10:00,0,0,0,41,20,21,50,23,27,0,0,0,0,0,0,7,7,0,5,5,0,100,23,77,0,0,,,,26,0,26
29/01/2025 11:00,0,0,0,53,27,26,56,26,30,0,0,0,0,0,0,14,14,0,7,7,0,55,20,35,0,0,,,,24,0,24
29/01/2025 12:00,0,0,0,53,28,25,64,31,33,0,0,0,0,0,0,14,14,0,8,8,0,93,37,56,0,0,,,,60,0,60
29/01/2025 13:00,0,0,0,52,23,29,65,29,36,0,0,0,0,0,0,13,13,0,7,7,0,110,46,64,0,0,,,,81,0,81
29/01/2025 14:00,0,0,0,35,16,19,48,16,32,0,0,0,0,0,0,20,20,0,15,15,0,88,47,41,0,0,,,,45,0,45
29/01/2025 15:00,0,0,0,40,17,23,64,28,36,0,0,0,0,0,0,46,46,0,9,9,0,121,74,47,0,0,,,,67,0,67
29/01/2025 16:00,0,0,0,48,14,34,87,25,62,0,0,0,0,0,0,23,23,0,23,23,0,249,169,80,0,0,,,,112,0,112
29/01/2025 17:00,0,0,0,78,18,60,129,23,106,0,0,0,0,0,0,36,36,0,29,29,0,472,362,110,0,0,,,,217,1,216
29/01/2025 18:00,0,0,0,79,17,62,107,23,84,0,0,0,0,0,0,35,35,0,20,20,0,347,238,109,0,0,,,,100,1,99
29/01/2025 19:00,0,0,0,35,8,27,54,14,40,0,0,0,0,0,0,16,16,0,10,10,0,211,130,81,0,0,,,,53,0,53
29/01/2025 20:00,0,0,0,30,11,19,41,19,22,0,0,0,0,0,0,11,11,0,10,10,0,108,79,29,0,0,,,,74,0,74
29/01/2025 21:00,0,0,0,20,10,10,19,5,14,0,0,0,0,0,0,11,11,0,7,7,0,101,61,40,0,0,,,,59,0,59
