Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue Clare Rd,Griffith Avenue Clare Rd Cyclist In,Griffith Avenue Clare Rd Cyclist Out,Griffith Avenue Lane Side,Griffith Avenue Lane Side Cyclist In,Griffith Avenue Lane Side Cyclist Out,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
18/02/2025 14:00,0,0,0,20,6,14,29,9,20,0,0,0,0,0,0,10,10,0,10,10,0,101,56,45,0,0,,,,54,0,54
18/02/2025 15:00,0,0,0,19,7,12,33,9,24,0,0,0,0,0,0,12,12,0,12,12,0,115,71,44,0,0,,,,47,1,46
18/02/2025 16:00,0,0,0,33,14,19,48,19,29,0,0,0,0,0,0,14,14,0,18,18,0,205,144,61,0,0,,,,108,0,108
18/02/2025 17:00,0,0,0,48,4,44,75,8,67,0,0,0,0,0,0,36,36,0,33,33,0,441,338,103,0,0,,,,212,2,210
18/02/2025 18:00,0,0,0,57,12,45,74,12,62,0,0,0,0,0,0,20,20,0,16,16,0,318,224,94,0,0,,,,182,0,182
18/02/2025 19:00,0,0,0,32,12,20,39,11,28,0,0,0,0,0,0,18,18,0,14,14,0,181,115,66,0,0,,,,90,0,90
18/02/2025 20:00,0,0,0,14,4,10,20,9,11,0,0,0,0,0,0,9,9,0,10,10,0,98,69,29,0,0,,,,65,0,65
18/02/2025 21:00,0,0,0,10,5,5,15,5,10,0,0,0,0,0,0,11,11,0,9,9,0,72,50,22,0,0,,,,61,0,61
18/02/2025 22:00,0,0,0,4,2,2,9,4,5,0,0,0,0,0,0,8,8,0,3,3,0,62,46,16,0,0,,,,44,1,43
18/02/2025 23:00,0,0,0,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0,1,1,0,26,18,8,0,0,,,,31,0,31
19/02/2025 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,14,11,3,0,0,,,,21,0,21
19/02/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,,,,3,0,3
19/02/2025 02:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,,,2,0,2
19/02/2025 03:00,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,,,,4,0,4
19/02/2025 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,,,,5,0,5
19/02/2025 05:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,5,5,0,3,3,0,28,4,24,0,0,,,,5,0,5
19/02/2025 06:00,0,0,0,8,7,1,16,12,4,0,0,0,0,0,0,8,8,0,5,5,0,104,15,89,0,0,,,,6,0,6
19/02/2025 07:00,0,0,0,44,36,8,65,50,15,0,0,0,0,0,0,14,14,0,11,11,0,295,60,235,0,0,,,,22,0,22
19/02/2025 08:00,0,0,0,61,49,12,102,85,17,0,0,0,0,0,0,34,34,0,28,28,0,592,67,525,0,0,,,,43,2,41
19/02/2025 09:00,0,0,0,29,16,13,48,27,21,0,0,0,0,0,0,12,12,0,11,11,0,238,30,208,0,0,,,,37,0,37
19/02/2025 10:00,0,0,0,42,19,23,39,17,22,0,0,0,0,0,0,10,10,0,7,7,0,91,22,69,0,0,,,,28,0,28
19/02/2025 11:00,0,0,0,61,36,25,83,42,41,0,0,0,0,0,0,9,9,0,9,9,0,94,39,55,0,0,,,,19,0,19
19/02/2025 12:00,0,0,0,65,37,28,67,37,30,0,0,0,0,0,0,13,13,0,14,14,0,101,40,61,0,0,,,,44,0,44
19/02/2025 13:00,0,0,0,39,18,21,65,36,29,0,0,0,0,0,0,14,14,0,16,16,0,99,42,57,0,0,,,,76,0,76
19/02/2025 14:00,0,0,0,29,14,15,54,26,28,0,0,0,0,0,0,16,16,0,12,12,0,72,41,31,0,0,,,,43,1,42
19/02/2025 15:00,0,0,0,24,12,12,35,13,22,0,0,0,0,0,0,18,18,0,16,16,0,125,74,51,0,0,,,,67,0,67
19/02/2025 16:00,0,0,0,32,13,19,41,17,24,0,0,0,0,0,0,18,18,0,22,22,0,229,157,72,0,0,,,,110,0,110
19/02/2025 17:00,0,0,0,44,13,31,73,12,61,0,0,0,0,0,0,31,31,0,22,22,0,388,292,96,0,0,,,,176,2,174
19/02/2025 18:00,0,0,0,51,15,36,70,18,52,0,0,0,0,0,0,29,29,0,14,14,0,288,195,93,0,0,,,,121,0,121
19/02/2025 19:00,0,0,0,15,1,14,25,5,20,0,0,0,0,0,0,9,9,0,10,10,0,177,130,47,0,0,,,,74,0,74
19/02/2025 20:00,0,0,0,9,4,5,20,8,12,0,0,0,0,0,0,8,8,0,5,5,0,91,49,42,0,0,,,,73,0,73
19/02/2025 21:00,0,0,0,5,0,5,10,1,9,0,0,0,0,0,0,9,9,0,1,1,0,80,52,28,0,0,,,,35,0,35
19/02/2025 22:00,0,0,0,2,0,2,12,2,10,0,0,0,0,0,0,5,5,0,3,3,0,69,51,18,0,0,,,,40,0,40
19/02/2025 23:00,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,1,1,0,2,2,0,24,16,8,0,0,,,,18,0,18
20/02/2025 00:00,0,0,0,2,1,1,9,4,5,0,0,0,0,0,0,2,2,0,1,1,0,28,18,10,0,0,,,,21,0,21
20/02/2025 01:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,,,0,0,0
20/02/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,,,5,0,5
20/02/2025 03:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,,,,0,0,0
20/02/2025 04:00,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,,,,4,0,4
20/02/2025 05:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,4,0,2,2,0,20,4,16,0,0,,,,1,0,1
20/02/2025 06:00,0,0,0,11,9,2,22,19,3,0,0,0,0,0,0,9,9,0,7,7,0,96,17,79,0,0,,,,9,0,9
20/02/2025 07:00,0,0,0,46,37,9,60,45,15,0,0,0,0,0,0,11,11,0,13,13,0,238,41,197,0,0,,,,16,0,16
20/02/2025 08:00,0,0,0,44,38,6,88,74,14,0,0,0,0,0,0,23,23,0,19,19,0,531,68,463,0,0,,,,34,0,34
20/02/2025 09:00,0,0,0,22,14,8,30,19,11,0,0,0,0,0,0,12,12,0,10,10,0,219,37,182,0,0,,,,22,1,21
20/02/2025 10:00,0,0,0,15,5,10,23,9,14,0,0,0,0,0,0,6,6,0,6,6,0,86,14,72,0,0,,,,15,0,15
20/02/2025 11:00,0,0,0,16,6,10,30,12,18,0,0,0,0,0,0,14,14,0,6,6,0,51,20,31,0,0,,,,22,0,22
20/02/2025 12:00,0,0,0,5,2,3,16,10,6,0,0,0,0,0,0,4,4,0,2,2,0,37,26,11,0,0,,,,36,0,36
20/02/2025 13:00,0,0,0,17,8,9,27,10,17,0,0,0,0,0,0,11,11,0,5,5,0,47,34,13,0,0,,,,27,0,27
20/02/2025 14:00,0,0,0,14,3,11,21,9,12,0,0,0,0,0,0,8,8,0,10,10,0,66,48,18,0,0,,,,46,0,46
20/02/2025 15:00,0,0,0,21,10,11,38,15,23,0,0,0,0,0,0,12,12,0,17,17,0,107,73,34,0,0,,,,39,1,38
20/02/2025 16:00,0,0,0,28,9,19,61,20,41,0,0,0,0,0,0,15,15,0,16,16,0,185,115,70,0,0,,,,82,1,81
20/02/2025 17:00,0,0,0,54,9,45,105,27,78,0,0,0,0,0,0,21,21,0,24,24,0,335,243,92,0,0,,,,99,0,99
20/02/2025 18:00,0,0,0,56,14,42,91,17,74,0,0,0,0,0,0,25,25,0,11,11,0,278,196,82,0,0,,,,111,3,108
20/02/2025 19:00,0,0,0,28,9,19,45,15,30,0,0,0,0,0,0,10,10,0,5,5,0,172,111,61,0,0,,,,86,1,85
20/02/2025 20:00,0,0,0,21,8,13,29,11,18,0,0,0,0,0,0,8,8,0,10,10,0,111,62,49,0,0,,,,78,0,78
20/02/2025 21:00,0,0,0,4,0,4,13,5,8,0,0,0,0,0,0,10,10,0,4,4,0,80,55,25,0,0,,,,59,0,59
20/02/2025 22:00,0,0,0,4,0,4,6,1,5,0,0,0,0,0,0,5,5,0,3,3,0,66,49,17,0,0,,,,39,2,37
20/02/2025 23:00,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,5,5,0,1,1,0,40,26,14,0,0,,,,35,0,35
21/02/2025 00:00,0,0,0,3,3,0,4,3,1,0,0,0,0,0,0,1,1,0,2,2,0,17,11,6,0,0,,,,10,0,10
21/02/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,10,3,0,0,,,,6,0,6
21/02/2025 02:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,,,,10,0,10
21/02/2025 03:00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,,,,3,0,3
21/02/2025 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,,,,5,0,5
21/02/2025 05:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,4,0,4,4,0,21,6,15,0,0,,,,1,0,1
21/02/2025 06:00,0,0,0,6,5,1,10,7,3,0,0,0,0,0,0,8,8,0,4,4,0,78,15,63,0,0,,,,5,0,5
21/02/2025 07:00,0,0,0,18,13,5,18,12,6,0,0,0,0,0,0,10,10,0,8,8,0,153,44,109,0,0,,,,16,0,16
21/02/2025 08:00,0,0,0,14,9,5,27,18,9,0,0,0,0,0,0,14,14,0,10,10,0,195,23,172,0,0,,,,19,0,19
21/02/2025 09:00,0,0,0,10,9,1,12,9,3,0,0,0,0,0,0,4,4,0,7,7,0,108,14,94,0,0,,,,20,0,20
21/02/2025 10:00,0,0,0,3,2,1,5,3,2,0,0,0,0,0,0,7,7,0,4,4,0,62,18,44,0,0,,,,23,0,23
21/02/2025 11:00,0,0,0,9,3,6,12,4,8,0,0,0,0,0,0,4,4,0,8,8,0,59,17,42,0,0,,,,25,0,25
21/02/2025 12:00,0,0,0,7,2,5,18,7,11,0,0,0,0,0,0,9,9,0,7,7,0,74,28,46,0,0,,,,41,0,41
21/02/2025 13:00,0,0,0,9,6,3,21,11,10,0,0,0,0,0,0,7,7,0,5,5,0,95,46,49,0,0,,,,64,3,61
21/02/2025 14:00,0,0,0,22,6,16,28,12,16,0,0,0,0,0,0,7,7,0,4,4,0,91,48,43,0,0,,,,39,0,39
21/02/2025 15:00,0,0,0,37,15,22,35,16,19,0,0,0,0,0,0,16,16,0,14,14,0,105,61,44,0,0,,,,38,0,38
21/02/2025 16:00,0,0,0,40,18,22,59,22,37,0,0,0,0,0,0,13,13,0,15,15,0,157,79,78,0,0,,,,75,0,75
21/02/2025 17:00,0,0,0,49,20,29,79,29,50,0,0,0,0,0,0,23,23,0,19,19,0,220,140,80,0,0,,,,88,1,87
21/02/2025 18:00,0,0,0,35,14,21,56,25,31,0,0,0,0,0,0,17,17,0,11,11,0,163,103,60,0,0,,,,89,0,89
21/02/2025 19:00,0,0,0,17,5,12,34,16,18,0,0,0,0,0,0,12,12,0,8,8,0,128,78,50,0,0,,,,61,1,60
21/02/2025 20:00,0,0,0,10,4,6,30,13,17,0,0,0,0,0,0,15,15,0,12,12,0,97,52,45,0,0,,,,63,0,63
21/02/2025 21:00,0,0,0,4,2,2,6,2,4,0,0,0,0,0,0,2,2,0,7,7,0,59,34,25,0,0,,,,54,0,54
21/02/2025 22:00,0,0,0,3,0,3,8,3,5,0,0,0,0,0,0,3,3,0,3,3,0,60,43,17,0,0,,,,33,0,33
21/02/2025 23:00,0,0,0,3,0,3,5,2,3,0,0,0,0,0,0,0,0,0,2,2,0,34,26,8,0,0,,,,37,1,36
22/02/2025 00:00,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,3,3,0,2,2,0,35,25,10,0,0,,,,33,0,33
22/02/2025 01:00,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,9,0,0,,,,5,0,5
22/02/2025 02:00,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,5,2,0,0,,,,16,0,16
22/02/2025 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,11,5,6,0,0,,,,7,0,7
22/02/2025 04:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,,,,2,0,2
22/02/2025 05:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0,2,2,0,5,2,3,0,0,,,,5,0,5
22/02/2025 06:00,0,0,0,4,1,3,5,1,4,0,0,0,0,0,0,3,3,0,0,0,0,29,7,22,0,0,,,,4,0,4
22/02/2025 07:00,0,0,0,24,9,15,35,13,22,0,0,0,0,0,0,2,2,0,9,9,0,47,14,33,0,0,,,,13,0,13
22/02/2025 08:00,0,0,0,74,30,44,101,31,70,0,0,0,0,0,0,8,8,0,9,9,0,57,28,29,0,0,,,,14,0,14
22/02/2025 09:00,0,0,0,118,43,75,162,60,102,0,0,0,0,0,0,21,21,0,12,12,0,94,36,58,0,0,,,,27,0,27
22/02/2025 10:00,0,0,0,161,72,89,181,72,109,0,0,0,0,0,0,15,15,0,20,20,0,105,35,70,0,0,,,,25,0,25
22/02/2025 11:00,0,0,0,173,80,93,245,100,145,0,0,0,0,0,0,16,16,0,13,13,0,106,43,63,0,0,,,,44,0,44
22/02/2025 12:00,0,0,0,152,77,75,253,131,122,0,0,0,0,0,0,24,24,0,13,13,0,114,39,75,0,0,,,,65,0,65
22/02/2025 13:00,0,0,0,134,71,63,219,111,108,0,0,0,0,0,0,21,21,0,28,28,0,139,44,95,0,0,,,,52,0,52
22/02/2025 14:00,0,0,0,104,49,55,151,77,74,0,0,0,0,0,0,17,17,0,17,17,0,108,52,56,0,0,,,,49,1,48
22/02/2025 15:00,0,0,0,88,48,40,133,84,49,0,0,0,0,0,0,15,15,0,10,10,0,84,41,43,0,0,,,,58,1,57
22/02/2025 16:00,0,0,0,49,24,25,84,50,34,0,0,0,0,0,0,11,11,0,8,8,0,77,41,36,0,0,,,,50,1,49
22/02/2025 17:00,0,0,0,51,27,24,82,43,39,0,0,0,0,0,0,13,13,0,7,7,0,103,50,53,0,0,,,,79,1,78
22/02/2025 18:00,0,0,0,33,23,10,61,34,27,0,0,0,0,0,0,8,8,0,6,6,0,106,51,55,0,0,,,,73,0,73
22/02/2025 19:00,0,0,0,18,12,6,38,22,16,0,0,0,0,0,0,12,12,0,7,7,0,97,49,48,0,0,,,,59,0,59
22/02/2025 20:00,0,0,0,8,6,2,24,15,9,0,0,0,0,0,0,5,5,0,5,5,0,88,39,49,0,0,,,,59,1,58
22/02/2025 21:00,0,0,0,11,5,6,26,8,18,0,0,0,0,0,0,3,3,0,7,7,0,48,30,18,0,0,,,,39,0,39
22/02/2025 22:00,0,0,0,2,2,0,10,3,7,0,0,0,0,0,0,3,3,0,4,4,0,29,18,11,0,0,,,,31,0,31
22/02/2025 23:00,0,0,0,2,1,1,7,3,4,0,0,0,0,0,0,4,4,0,1,1,0,38,24,14,0,0,,,,22,1,21
23/02/2025 00:00,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,4,4,0,0,0,0,22,13,9,0,0,,,,28,0,28
23/02/2025 01:00,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,13,7,0,0,,,,8,0,8
23/02/2025 02:00,0,0,0,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,2,2,0,9,6,3,0,0,,,,8,0,8
23/02/2025 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,4,2,2,0,0,,,,13,1,12
23/02/2025 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,,,,3,0,3
23/02/2025 05:00,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,9,4,5,0,0,,,,3,0,3
23/02/2025 06:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,18,5,13,0,0,,,,4,0,4
23/02/2025 07:00,0,0,0,6,1,5,8,2,6,0,0,0,0,0,0,3,3,0,1,1,0,24,4,20,0,0,,,,5,0,5
23/02/2025 08:00,0,0,0,6,3,3,9,3,6,0,0,0,0,0,0,2,2,0,2,2,0,20,6,14,0,0,,,,6,0,6
23/02/2025 09:00,0,0,0,6,1,5,9,3,6,0,0,0,0,0,0,5,5,0,9,9,0,26,8,18,0,0,,,,13,0,13
23/02/2025 10:00,0,0,0,3,3,0,5,3,2,0,0,0,0,0,0,3,3,0,2,2,0,26,13,13,0,0,,,,12,0,12
23/02/2025 11:00,0,0,0,8,5,3,13,6,7,0,0,0,0,0,0,3,3,0,6,6,0,32,13,19,0,0,,,,12,0,12
23/02/2025 12:00,0,0,0,4,1,3,5,1,4,0,0,0,0,0,0,5,5,0,5,5,0,49,16,33,0,0,,,,24,0,24
23/02/2025 13:00,0,0,0,11,4,7,29,15,14,0,0,0,0,0,0,3,3,0,3,3,0,50,17,33,0,0,,,,43,0,43
23/02/2025 14:00,0,0,0,16,5,11,33,9,24,0,0,0,0,0,0,12,12,0,12,12,0,63,21,42,0,0,,,,53,1,52
23/02/2025 15:00,0,0,0,21,7,14,37,11,26,0,0,0,0,0,0,5,5,0,7,7,0,62,31,31,0,0,,,,30,0,30
23/02/2025 16:00,0,0,0,17,10,7,34,17,17,0,0,0,0,0,0,2,2,0,2,2,0,38,28,10,0,0,,,,25,0,25
23/02/2025 17:00,0,0,0,12,2,10,19,9,10,0,0,0,0,0,0,5,5,0,5,5,0,45,33,12,0,0,,,,44,0,44
23/02/2025 18:00,0,0,0,16,9,7,34,15,19,0,0,0,0,0,0,8,8,0,3,3,0,59,31,28,0,0,,,,60,0,60
23/02/2025 19:00,0,0,0,6,4,2,18,9,9,0,0,0,0,0,0,5,5,0,4,4,0,50,23,27,0,0,,,,44,0,44
23/02/2025 20:00,0,0,0,8,4,4,19,8,11,0,0,0,0,0,0,5,5,0,1,1,0,46,30,16,0,0,,,,60,0,60
23/02/2025 21:00,0,0,0,4,3,1,14,5,9,0,0,0,0,0,0,2,2,0,3,3,0,39,22,17,0,0,,,,31,0,31
23/02/2025 22:00,0,0,0,6,3,3,11,2,9,0,0,0,0,0,0,3,3,0,1,1,0,27,15,12,0,0,,,,22,1,21
23/02/2025 23:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,0,0,,,,15,0,15
24/02/2025 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,3,0,0,,,,4,0,4
24/02/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,,,,1,0,1
24/02/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,,,,4,0,4
24/02/2025 03:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,,,,2,0,2
24/02/2025 04:00,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,8,0,8,0,0,,,,2,0,2
24/02/2025 05:00,0,0,0,2,2,0,4,1,3,0,0,0,0,0,0,6,6,0,3,3,0,28,3,25,0,0,,,,2,0,2
24/02/2025 06:00,0,0,0,21,17,4,22,15,7,0,0,0,0,0,0,10,10,0,5,5,0,99,15,84,0,0,,,,7,0,7
24/02/2025 07:00,0,0,0,49,38,11,69,52,17,0,0,0,0,0,0,13,13,0,22,22,0,243,56,187,0,0,,,,15,0,15
24/02/2025 08:00,0,0,0,90,77,13,140,122,18,0,0,0,0,0,0,56,56,0,80,80,0,549,73,476,0,0,,,,50,0,50
24/02/2025 09:00,0,0,0,43,26,17,64,39,25,0,0,0,0,0,0,13,13,0,18,18,0,206,27,179,0,0,,,,34,0,34
24/02/2025 10:00,0,0,0,35,16,19,49,21,28,0,0,0,0,0,0,4,4,0,8,8,0,94,20,74,0,0,,,,18,1,17
24/02/2025 11:00,0,0,0,52,24,28,64,30,34,0,0,0,0,0,0,8,8,0,6,6,0,89,24,65,0,0,,,,29,0,29
24/02/2025 12:00,0,0,0,46,25,21,73,34,39,0,0,0,0,0,0,10,10,0,10,10,0,85,33,52,0,0,,,,51,0,51
24/02/2025 13:00,0,0,0,45,19,26,67,27,40,0,0,0,0,0,0,21,21,0,14,14,0,111,55,56,0,0,,,,65,0,65
24/02/2025 14:00,0,0,0,25,12,13,47,20,27,0,0,0,0,0,0,26,26,0,13,13,0,111,68,43,0,0,,,,51,3,48
24/02/2025 15:00,0,0,0,18,8,10,38,13,25,0,0,0,0,0,0,41,41,0,10,10,0,109,72,37,0,0,,,,53,3,50
24/02/2025 16:00,0,0,0,37,12,25,57,13,44,0,0,0,0,0,0,42,42,0,9,9,0,216,146,70,0,0,,,,111,0,111
24/02/2025 17:00,0,0,0,82,17,65,122,15,107,0,0,0,0,0,0,28,28,0,25,25,0,404,289,115,0,0,,,,220,0,220
24/02/2025 18:00,0,0,0,78,23,55,121,26,95,0,0,0,0,0,0,22,22,0,16,16,0,296,210,86,0,0,,,,157,0,157
24/02/2025 19:00,0,0,0,31,9,22,60,23,37,0,0,0,0,0,0,15,15,0,12,12,0,198,133,65,0,0,,,,95,0,95
24/02/2025 20:00,0,0,0,15,7,8,17,6,11,0,0,0,0,0,0,6,6,0,6,6,0,93,63,30,0,0,,,,88,0,88
24/02/2025 21:00,0,0,0,7,3,4,10,2,8,0,0,0,0,0,0,7,7,0,0,0,0,71,40,31,0,0,,,,64,0,64
24/02/2025 22:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,4,0,6,6,0,48,32,16,0,0,,,,38,0,38
24/02/2025 23:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4,0,0,,,,21,0,21
25/02/2025 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,11,8,3,0,0,,,,9,0,9
25/02/2025 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,,,,1,0,1
25/02/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,,,,4,0,4
25/02/2025 03:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,,,,1,0,1
25/02/2025 04:00,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,,,,2,0,2
25/02/2025 05:00,0,0,0,6,2,4,6,0,6,0,0,0,0,0,0,6,6,0,7,7,0,30,4,26,0,0,,,,1,0,1
25/02/2025 06:00,0,0,0,27,24,3,35,27,8,0,0,0,0,0,0,13,13,0,6,6,0,118,19,99,0,0,,,,11,0,11
25/02/2025 07:00,0,0,0,65,52,13,83,66,17,0,0,0,0,0,0,11,11,0,27,27,0,352,68,284,0,0,,,,20,0,20
25/02/2025 08:00,0,0,0,95,80,15,153,130,23,0,0,0,0,0,0,48,48,0,94,94,0,745,95,650,0,0,,,,44,0,44
25/02/2025 09:00,0,0,0,41,28,13,61,47,14,0,0,0,0,0,0,18,18,0,20,20,0,283,48,235,0,0,,,,37,1,36
25/02/2025 10:00,0,0,0,46,21,25,63,22,41,0,0,0,0,0,0,13,13,0,8,8,0,80,20,60,0,0,,,,31,0,31
25/02/2025 11:00,0,0,0,50,24,26,73,35,38,0,0,0,0,0,0,13,13,0,16,16,0,72,19,53,0,0,,,,27,0,27
25/02/2025 12:00,0,0,0,60,32,28,86,47,39,0,0,0,0,0,0,17,17,0,16,16,0,97,38,59,0,0,,,,68,0,68
25/02/2025 13:00,0,0,0,52,27,25,67,32,35,0,0,0,0,0,0,8,8,0,6,6,0,97,48,49,0,0,,,,70,0,70
25/02/2025 14:00,0,0,0,32,18,14,50,23,27,0,0,0,0,0,0,17,17,0,10,10,0,125,69,56,0,0,,,,76,0,76
25/02/2025 15:00,0,0,0,42,18,24,67,24,43,0,0,0,0,0,0,40,40,0,16,16,0,123,80,43,0,0,,,,46,0,46
25/02/2025 16:00,0,0,0,55,17,38,73,19,54,0,0,0,0,0,0,40,40,0,32,32,0,232,162,70,0,0,,,,111,0,111
25/02/2025 17:00,0,0,0,87,16,71,149,25,124,0,0,0,0,0,0,33,33,0,26,26,0,479,361,118,0,0,,,,248,1,247
25/02/2025 18:00,0,0,0,88,22,66,132,28,104,0,0,0,0,0,0,44,44,0,18,18,0,313,231,82,0,0,,,,151,1,150
25/02/2025 19:00,0,0,0,35,10,25,48,12,36,0,0,0,0,0,0,23,23,0,22,22,0,189,129,60,0,0,,,,113,0,113
25/02/2025 20:00,0,0,0,33,13,20,39,14,25,0,0,0,0,0,0,10,10,0,9,9,0,116,84,32,0,0,,,,99,0,99
25/02/2025 21:00,0,0,0,9,4,5,25,7,18,0,0,0,0,0,0,18,18,0,4,4,0,72,51,21,0,0,,,,55,0,55
25/02/2025 22:00,0,0,0,6,2,4,13,2,11,0,0,0,0,0,0,8,8,0,3,3,0,48,33,15,0,0,,,,50,0,50
25/02/2025 23:00,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,0,0,0,0,23,18,5,0,0,,,,29,0,29
26/02/2025 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,9,5,4,0,0,,,,12,0,12
26/02/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,,,,3,0,3
26/02/2025 02:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,,,,4,0,4
26/02/2025 03:00,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,,,,1,0,1
26/02/2025 04:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,,,,2,0,2
26/02/2025 05:00,0,0,0,2,1,1,6,3,3,0,0,0,0,0,0,6,6,0,5,5,0,32,6,26,0,0,,,,4,0,4
26/02/2025 06:00,0,0,0,20,16,4,30,22,8,0,0,0,0,0,0,15,15,0,3,3,0,115,23,92,0,0,,,,13,0,13
26/02/2025 07:00,0,0,0,59,46,13,77,63,14,0,0,0,0,0,0,18,18,0,21,21,0,343,62,281,0,0,,,,22,1,21
